Employee_ID,Department,Job_Title,"Years of Experience",Education_Level,Performance_Score,Projects_Handled,Employee_Satisfaction_Score,Certifications,Skills,Hire_Date
3993,Engineering,Engineer,8,Master,4,33,1.99,"Google Cloud Professional Cloud Architect, AWS Certified Solutions Architect","Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Objective-C;PHP;Python;SQL;TypeScript;Docker;Git;Unity 3D;Unreal Engine;Angular;Express;React.js;Vue.js;AWS;MongoDB;MySQL;PostgreSQL;Redis",03-07-2016
3994,IT,Manager,9,Bachelor,5,31,1.54,"HashiCorp Terraform Associate, Azure Automation Certifications",HTML/CSS;JavaScript;PHP;Git;jQuery;Laravel;MariaDB,01-02-2015
3995,Operations,Developer,2,Bachelor,4,22,3,"Google Cloud Associate Cloud Engineering, CompTIA Cloud+",Python;Git,09-02-2022
3996,Engineering,Analyst,7,Master,4,37,3.1,"Cisco CCNA Cloud, Cisco CCNP Cloud","HTML/CSS;Java;JavaScript;Node.js;Rust;TypeScript;Docker;Git;Angular;Express;Spring;Google Cloud Platform;Firebase;Oracle",31-08-2017
3997,Sales,Technician,3,Bachelor,1,20,4.92,"Certified Cloud Security Professional (CCSP), CompTIA Security+","C#;C++;Go;JavaScript;Python;Git;Unity 3D;Unreal Engine",10-07-2021
3998,"Customer Support",Engineer,8,Bachelor,1,22,1.31,"CNC Programming Certificate, Mastercam Certification","Dart;Delphi;Docker;Git;Kubernetes;Express;jQuery;Oracle Cloud Infrastructure;MySQL",14-10-2015
3999,Legal,Analyst,9,Bachelor,1,49,2.23,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","Bash/Shell;C++;HTML/CSS;Java;JavaScript;SQL;Git;Angular;jQuery;Spring;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL",31-05-2015
4000,Marketing,Consultant,2,Bachelor,1,37,1.51,"Adobe Creative Suite Certifications, Maya Certifications","C;C#;C++;HTML/CSS;JavaScript;Node.js;Objective-C;PHP;Python;SQL;Git;ASP.NET;ASP.NET Core ;Django;Express;jQuery;Laravel;React.js;Microsoft SQL Server;MongoDB;MySQL",30-11-2021
4001,IT,Technician,2,Bachelor,1,43,4.12,"CompTIA A+, Cisco CCNA","Bash/Shell;Dart;Node.js;TypeScript;Git;Vue.js;Google Cloud Platform;Heroku;Firebase;PostgreSQL;SQLite",14-11-2021
4002,Operations,Technician,6,Bachelor,2,35,1.26,"Cisco CCNP Network Design, Cisco CCIE Routing and Switching","Bash/Shell;C#;Go;HTML/CSS;Java;JavaScript;Node.js;Ruby;SQL;TypeScript;Chef;Git;Terraform;Unity 3D;Angular.js;ASP.NET Core ;jQuery;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite",23-09-2017
4003,Legal,Consultant,3,Bachelor,1,10,2.93,"Oracle Java Programmer Certification, Microsoft Technology Associate (MTA)","C++;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Git;Yarn;Angular;Express;jQuery;Spring;AWS;Google Cloud Platform;MongoDB;MySQL;PostgreSQL",27-03-2021
4004,Operations,Consultant,3,Master,5,35,4.73,"Certified Data Scientist (CDS), IEEE Certified Artificial Intelligence Engineer",C++;Java;Kotlin;Objective-C;Python;Swift;Git,21-04-2021
4005,Sales,Technician,7,Master,5,12,4.5,"Certified Business Analysis Professional (CBAP), ITIL Foundation Certification","Bash/Shell;C#;HTML/CSS;JavaScript;PHP;Python;SQL;Docker;Git;jQuery;Symfony;DigitalOcean;Google Cloud Platform;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite",13-04-2017
4006,HR,Analyst,4,Bachelor,3,34,1.68,"Atlassian Confluence Certification, AgilePM Certification",C++;Python;Git;PostgreSQL,19-02-2020
4007,HR,Technician,2,Bachelor,3,40,1.71,"HashiCorp Certified: Consul Associate, Cloud Security Alliance CCSK",Bash/Shell;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;Express;React.js;Vue.js;AWS;PostgreSQL,30-05-2022
4008,Legal,Manager,5,Bachelor,1,13,3.38,"Python Institute Certifications, Certified Software Development Professional (CSDP)","C;C++;Java;Perl;Ruby;Git;Ruby on Rails",20-12-2018
4009,Legal,Technician,0,Bachelor,5,20,2.89,"Microsoft Certified: Data Analyst Associate, Google Data Analytics Professional Certificate","Bash/Shell;HTML/CSS;JavaScript;PHP;Ruby;SQL;Git;jQuery;Laravel;Ruby on Rails;AWS;MySQL;PostgreSQL",14-03-2024
4010,IT,Consultant,1,Bachelor,3,16,4.54,"Google Cloud Professional Data Engineer, AWS Certified Big Data ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Specialty",C++;Python,04-03-2023
4011,Operations,Technician,4,Bachelor,3,21,1.3,"IBM Certified Data Modeler, Data Management Association (DAMA) CDMP",JavaScript;Python;Docker;Git;MySQL,07-07-2020
4012,"Customer Support",Developer,1,Bachelor,3,15,4.33,"Certified Analytics Professional (CAP), Microsoft Certified: Azure Data Scientist Associate",C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;TypeScript;Docker;Git;Kubernetes;Angular;Express;Spring;AWS;Heroku;DynamoDB;PostgreSQL,17-09-2022
4013,Engineering,Engineer,9,PhD,1,15,2.28,"Oracle Database SQL Certified Associate, Microsoft Certified: Azure Database Administrator Associate",C++;Python;Docker;Git,11-10-2014
4014,Sales,Engineer,3,PhD,4,24,2.88,"Datadog Monitoring Certification, AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional",Python;Git;PostgreSQL,20-01-2021
4015,Engineering,Manager,3,PhD,5,16,2.02,"CompTIA IT Fundamentals+, .NET Developer Certification",Delphi;Java;SQL;Docker;Git;PostgreSQL,10-10-2020
4016,Marketing,Technician,4,Bachelor,3,22,2.05,"AWS Certified Solutions Architect ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional, Google Cloud Professional DevOps Engineer","Bash/Shell;Go;Java;Node.js;Python;Scala;SQL;Docker;Git;Kubernetes;Terraform;AWS;Google Cloud Platform;Microsoft Azure;DynamoDB;MongoDB;MySQL;PostgreSQL",23-04-2020
4017,HR,Manager,5,Master,5,44,1.21,"AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional, Docker Certified Associate","Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;SQL;Git;Unity 3D;jQuery",10-06-2019
4018,HR,Developer,7,Bachelor,4,14,3.9,"Project Management Professional (PMP), Certified ScrumMaster (CSM)",C;C++;Java;Python;Git,10-07-2017
4019,IT,Manager,7,Bachelor,4,24,2.76,"Certified Information Systems Security Professional (CISSP), DevSecOps Foundation Certification",Assembly;C;Java;Kotlin;Rust;Docker;Git,18-01-2017
4020,IT,Analyst,0,Master,4,13,1.03,"Certified DevSecOps Practitioner, AWS Certified Security ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Specialty",Bash/Shell;C#;C++;Python;Git,27-12-2023
4021,HR,Manager,4,Bachelor,4,26,3.8,"Project Management Professional (PMP), Executive Leadership Programs","C#;C++;JavaScript;PowerShell;SQL;TypeScript;Docker;Git;Kubernetes;ASP.NET Core ;React.js;Heroku;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis",15-10-2019
4022,Legal,Specialist,3,Master,5,42,4.27,"Docker Certified Associate, AWS Certified Solutions Architect",C++;SQL;Git;MongoDB;MySQL,09-08-2021
4023,Legal,Analyst,7,Master,4,2,1.98,"Elastic Certified Engineer, Elastic Stack Certification","C#;HTML/CSS;JavaScript;Node.js;PowerShell;TypeScript;VBA;Docker;Kubernetes;Angular;ASP.NET;ASP.NET Core ;Express;Svelte;AWS;DigitalOcean;Microsoft Azure;Couchbase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite",02-03-2017
4024,HR,Analyst,3,Bachelor,2,6,1.18,"Certified Embedded Systems Engineer (CESE), Embedded C Programming Certification",Bash/Shell;HTML/CSS;Java;Python;SQL;TypeScript;Ansible;Git;Terraform;Yarn;React.js;Spring;MySQL;SQLite,05-10-2020
4025,Marketing,Manager,2,Bachelor,5,42,3.4,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","C;C#;HTML/CSS;Java;JavaScript;PHP;SQL;Docker;Git;Angular;ASP.NET Core ;jQuery;Spring;Microsoft SQL Server;MySQL;Oracle;SQLite",16-08-2022
4026,IT,Manager,3,Bachelor,3,20,3.76,"Cisco CCNA Routing and Switching, CompTIA Network+",Bash/Shell;HTML/CSS;JavaScript;Python;SQL;Docker;Git;Django;FastAPI;Vue.js;Heroku;Oracle,21-09-2020
4027,HR,Developer,2,Bachelor,4,18,1.65,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","C#;VBA;Git;ASP.NET;Microsoft SQL Server;MySQL",15-07-2022
4028,Operations,Analyst,9,Bachelor,5,43,2.08,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates",Bash/Shell;JavaScript;Node.js;TypeScript;Terraform;AWS;DynamoDB,21-10-2014
4029,Sales,Analyst,2,Bachelor,5,0,2.49,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates",HTML/CSS;JavaScript;SQL;TypeScript;Git;Express;Gatsby;React.js;AWS;Heroku;PostgreSQL;SQLite,20-02-2022
4030,HR,Technician,0,Bachelor,4,13,3.37,"HTML/CSS/JavaScript Certifications, Coding Bootcamp Certificates",Bash/Shell;C;C++;Matlab;PowerShell;Python;Git,04-02-2024
4031,"Customer Support",Specialist,5,Bachelor,5,46,3.23,"Service Mesh Certifications, Cloud Native Computing Foundation Certifications",HTML/CSS;JavaScript;PHP;Git;jQuery;React.js,16-12-2018
4032,Finance,Consultant,6,Bachelor,5,3,3.44,"Cloud Native Security Certifications, Kubernetes Security Specialist Certification","Bash/Shell;C#; Core ;Django;Express;Flask;jQuery;Laravel;React.js;Spring;Vue.js;Google Cloud Platform;Microsoft Azure;Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL",08-08-2018
4033,Finance,Developer,5,Bachelor,5,38,4.65,"FluentD Certification (if available), Cloud Native Computing Foundation Certifications",HTML/CSS;Python;R;Docker;Git;Flask;AWS;DynamoDB,25-07-2019
4034,HR,Technician,0,Bachelor,3,11,2.83,"Fortify Software Security Center Certification, Certified Ethical Hacker (CEH)",Bash/Shell;Java;JavaScript;PHP;Python;Ansible;Git;PostgreSQL,20-09-2023
4035,HR,Developer,2,Bachelor,4,13,4.74,"Framework-Specific Certifications (e.g., React, Angular), Agile Methodologies Certifications","Assembly;C;C#;Go;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Git;Yarn;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;SQLite",06-08-2022
4036,Finance,Analyst,5,Master,3,19,2.33,"JavaScript Developer Certificate, Front-End Web Developer Nanodegree","Dart;HTML/CSS;Java;JavaScript;Node.js;PowerShell;TypeScript;Docker;Git;Angular;Django;Express;jQuery;React.js;Vue.js;Google Cloud Platform;Firebase;MariaDB;MongoDB;MySQL;Oracle",14-08-2019
4037,"Customer Support",Consultant,3,PhD,5,12,1.23,"JavaScript Developer Certificate, Front-End Web Developer Nanodegree","C#;SQL;TypeScript;Docker;Kubernetes;ASP.NET Core ;AWS;Microsoft Azure;Elasticsearch;Microsoft SQL Server",05-06-2021
4038,Legal,Engineer,3,Bachelor,1,21,3.93,"Full Stack Web Development Bootcamp, JavaScript Developer Certificate","Bash/Shell;C#;HTML/CSS;Julia;Matlab;Python;Git;Google Cloud Platform",27-03-2021
4039,Finance,Developer,6,Bachelor,5,8,4.96,"Oracle Java Programmer Certification, Spring Framework Certification","C#;Clojure;Go;JavaScript;Python;SQL;Git;jQuery;Microsoft Azure;Microsoft SQL Server",30-01-2018
4040,Marketing,Analyst,6,Bachelor,3,40,4.34,"Python Institute Certifications, Django for Everybody Specialization","Bash/Shell;C#;JavaScript;Node.js;PowerShell;Python;TypeScript;Docker;Git;Kubernetes;Puppet;Terraform;Unity 3D;ASP.NET;ASP.NET Core ;jQuery;React.js",01-03-2018
4041,HR,Developer,4,Bachelor,5,3,1.88,"Unity Certified Developer, Game Design and Development Specialization","HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Terraform;Yarn;Laravel;React.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;SQLite",27-10-2019
4042,HR,Consultant,1,Bachelor,3,49,3.81,"Google Cloud Professional DevOps Engineer, Google Cloud Associate Cloud Engineer","Scala;Git;Google Cloud Platform;MongoDB",14-11-2022
4043,"Customer Support",Consultant,1,Bachelor,5,2,4.3,"Gerrit Code Review Certification (if available), GitHub Proficiency Certifications","Dart;JavaScript;Node.js;Docker;Git;Django;Vue.js;Google Cloud Platform;Firebase;PostgreSQL;SQLite",16-09-2022
4044,IT,Engineer,2,Bachelor,3,8,3.45,"GitHub Proficiency Certifications, GitLab Certifications","C#;HTML/CSS;JavaScript;PHP;Docker;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft Azure;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite",08-12-2021
4045,Sales,Engineer,5,Bachelor,3,7,4.32,"GitHub Proficiency Certifications, GitLab Certifications",Python;Docker;Git;Django;AWS,13-07-2019
4046,HR,Engineer,6,PhD,5,32,2.02,"GitLab Certified Associate, GitLab CI/CD Certification","Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server",14-06-2018
4047,Engineering,Analyst,1,Master,3,6,3.87,"Gradle Certification, Java Developer Certification","Go;JavaScript;Node.js;PHP;TypeScript;Git;React.js;Microsoft SQL Server",31-05-2023
4048,"Customer Support",Technician,5,Bachelor,2,0,1.14,"Grafana Certified Associate, Monitoring and Observability Certifications","HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Docker;Git;jQuery;Spring;Microsoft SQL Server;MongoDB;PostgreSQL",17-01-2019
4049,Sales,Specialist,3,Bachelor,5,28,4.95,"Groovy Certification, Java Developer Certification",HTML/CSS;JavaScript;Python;Docker;Angular.js;Django;React.js;DigitalOcean;MySQL;PostgreSQL;Redis,18-03-2021
4050,Legal,Specialist,3,Bachelor,4,14,1.97,"Certified Information Architect (CIA), User Experience Professional Certification","Bash/Shell;C#;Dart;Go;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Terraform;Xamarin;ASP.NET;ASP.NET Core ;Express;Flask;React.js;AWS;Microsoft Azure;Couchbase;DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite",18-03-2021
4051,Sales,Analyst,3,Bachelor,1,37,2.01,"Certified Information Systems Security Professional (CISSP), Certified Ethical Hacker (CEH)",Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;Scala;SQL;VBA;Git;jQuery;React.js;Vue.js;AWS;MySQL;Oracle;PostgreSQL,05-07-2021
4052,IT,Engineer,5,Bachelor,2,23,4.29,"Interaction Design Foundation Certifications, Certified Usability Analyst (CUA)",Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript;Docker;Git;Angular;React.js;Spring;MariaDB;MySQL;PostgreSQL,13-08-2019
4053,"Customer Support",Technician,1,Bachelor,1,35,2.27,"Apple Certified iOS Developer, iOS App Development Bootcamp",HTML/CSS;JavaScript;Node.js;Git;Express;React.js;Heroku;MongoDB,03-05-2023
4054,Marketing,Analyst,5,Master,1,26,1.55,"Istio Certification (if available), Cloud Native Computing Foundation Certifications","C#;HTML/CSS;JavaScript;SQL;VBA;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;SQLite",22-05-2019
4055,HR,Developer,0,PhD,5,37,3.38,"Project Management Professional (PMP), ITIL Foundation Certification",C;C#;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;Git;Kubernetes;Xamarin;Yarn;jQuery;Laravel;React.js;Symfony;Vue.js;AWS;DigitalOcean;Heroku;Firebase;MongoDB;MySQL;Redis;SQLite,09-08-2024
4056,Legal,Developer,8,Bachelor,4,13,1.49,"Java Developer Certification, JUnit Certification",Bash/Shell;Python;Docker;Git;Puppet;AWS;MySQL,27-03-2016
4057,Finance,Technician,2,Bachelor,3,42,3.32,"Oracle Certified Professional, Java SE Programmer, Spring Framework Certification","Kotlin;Objective-C;SQL;Swift;Git;AWS;Google Cloud Platform",04-02-2022
4058,Legal,Engineer,8,Bachelor,3,47,3.13,"JavaScript Developer Certificate, Certified JavaScript Developer","Bash/Shell;C#;HTML/CSS;JavaScript;TypeScript;Git;ASP.NET;Vue.js;AWS;Microsoft SQL Server",05-08-2016
4059,Finance,Manager,2,Bachelor,4,40,3.95,"Certified Jenkins Engineer, AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional","C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Vue.js;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MySQL;SQLite",23-07-2022
4060,HR,Specialist,0,Bachelor,4,37,1.56,"Atlassian Jira Administration Certification, AgilePM Certification","Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;Docker;Git;Kubernetes;Puppet;Unity 3D;Angular;jQuery;Laravel;React.js;Symfony;AWS;DigitalOcean;Elasticsearch;MySQL;SQLite",29-10-2023
4061,"Customer Support",Consultant,7,Bachelor,4,49,4.17,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","C#;Java;JavaScript;Python;SQL;Ansible;Chef;Docker;Terraform;Unity 3D;ASP.NET;ASP.NET Core ;Django;AWS;Microsoft Azure;Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite",03-09-2017
4062,IT,Analyst,4,Bachelor,1,25,4.55,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","Go;JavaScript;Python;SQL;TypeScript;VBA;Ansible;Docker;Git;Yarn;Django;FastAPI;Flask;Gatsby;jQuery;React.js;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite",26-04-2020
4063,Engineering,Developer,2,Bachelor,1,37,3.65,"HTML/CSS/JavaScript Certifications, Front-End Web Development Bootcamp","C#;Delphi;JavaScript;Node.js;TypeScript;Git;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server",11-03-2022
4064,Operations,Manager,1,Bachelor,1,30,2.08,"Apple Certified iOS Developer, iOS App Development Bootcamp","JavaScript;Swift;TypeScript;Git;React.js;Google Cloud Platform;Firebase;PostgreSQL",11-07-2023
4065,Operations,Engineer,0,Bachelor,1,31,3.28,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","C#;F#;SQL;Git;Microsoft SQL Server",10-12-2023
4066,Sales,Specialist,9,Bachelor,3,46,2.32,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates",Bash/Shell;C;Dart;Go;HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript;Docker;Git;Kubernetes;Yarn;React.js;AWS;DynamoDB;Elasticsearch;MongoDB;MySQL;Redis;SQLite,08-05-2015
4067,HR,Manager,6,Bachelor,3,29,2.03,"HTML/CSS/JavaScript Certifications, Front-End Web Development Bootcamp",C++;Java;Kotlin;Objective-C;Swift;SQLite,11-05-2018
4068,Legal,Manager,9,Bachelor,2,26,3.36,"JUnit Certification, Java Developer Certification","SQL;Git;jQuery;Google Cloud Platform;SQLite",29-04-2015
4069,HR,Developer,5,Bachelor,1,49,4.09,"Certified Kubernetes Administrator (CKA)/Certified Kubernetes Security Specialist (CKS)/AWS Certified Kubernetes Specialist /Red Hat Certified Specialist in OpenShift ",JavaScript;Node.js;PHP;TypeScript;Docker;Git;Angular;Express;Laravel;MariaDB;MongoDB;MySQL,20-12-2018
4070,Marketing,Technician,8,Bachelor,4,7,3.68,"Certified Kubernetes Administrator (CKA), Docker Certified Associate","C#;HTML/CSS;PowerShell;SQL;Git;Xamarin;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server",18-04-2016
4071,"Customer Support",Developer,8,Bachelor,3,7,4.97,"Microsoft Certified: Azure Data Scientist Associate, TensorFlow Developer Certificate","Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python;Scala;SQL;TypeScript;Unity 3D;Unreal Engine;Django;FastAPI;Flask;jQuery;React.js;MongoDB;MySQL;SQLite",24-08-2016
4072,Marketing,Developer,6,Bachelor,4,46,1.95,"Maven Certification, Java Developer Certification",HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;Git;Angular;Express;Gatsby;jQuery;React.js;Heroku;Firebase;MariaDB;MongoDB;MySQL;Redis,21-09-2017
4073,Finance,Engineer,9,Bachelor,2,42,1.91,"AWS Certified Solutions Architect/Google Professional Cloud Architect, Microsoft Certified-Azure Solutions Architect Expert/API Design & Management certifications ","C++;HTML/CSS;JavaScript;Node.js;Perl;PHP;SQL;Git;ASP.NET;Microsoft Azure;SQLite",24-09-2014
4074,HR,Technician,6,Bachelor,3,16,1.81,"Google Associate Android Developer, Apple Certified iOS Developer","JavaScript;Python;SQL;Docker;Git;Django;jQuery;Google Cloud Platform;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite",27-12-2017
4075,IT,Analyst,2,Master,4,22,1.54,"Google Associate Android Developer, Apple Certified iOS Developer",C++;Go;JavaScript;Node.js;Python;TypeScript;Docker;Git;Kubernetes;React.js;AWS;DynamoDB;Elasticsearch;MongoDB;Redis,07-08-2022
4076,Operations,Technician,7,Bachelor,2,4,2.59,"MuleSoft Certified Developer, MuleSoft Certified Architect","C#;HTML/CSS;JavaScript;PowerShell;TypeScript;Git;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MongoDB;Redis",01-12-2016
4077,Marketing,Technician,0,Bachelor,2,6,2.8,"Nagios Core Administration Certification, Linux Administration Certifications",Assembly;Python,23-10-2023
4078,Operations,Developer,6,Bachelor,5,3,1.65,"CompTIA Network+, Cisco CCNA",Matlab,17-12-2017
4079,IT,Developer,1,Bachelor,5,43,3.76,"Cisco CCNA, CompTIA Network+",JavaScript;PHP;SQL;React.js;Symfony;MySQL,18-08-2023
4080,Legal,Manager,2,Master,5,39,4.6,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates",HTML/CSS;JavaScript;Python;SQL;Git;Flask;DigitalOcean;Heroku;SQLite,10-09-2021
4081,Marketing,Developer,8,Bachelor,3,2,1.96,"New Relic Monitoring and Observability Certifications, AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional","Python;R;Git;AWS;Microsoft SQL Server",21-08-2016
4082,Operations,Manager,5,Bachelor,5,2,4.92,"Nexus Repository Manager Certification, DevOps Institute Certifications","C;C#;C++;Java;Kotlin;PHP;SQL;Docker;Git;Kubernetes;Spring;Microsoft Azure;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL",06-07-2019
4083,"Customer Support",Consultant,1,Bachelor,2,21,1.33,"HashiCorp Certified: Nomad Associate, Cloud Native Computing Foundation Certifications","Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript;Docker;Git;Angular;Spring;Google Cloud Platform;Oracle;PostgreSQL",22-02-2023
4084,Legal,Consultant,0,Bachelor,5,48,3.1,"Notary Security Certifications, Docker Security Certifications",Go;JavaScript;Python;SQL;Docker;Git;DigitalOcean;Cassandra;Elasticsearch;PostgreSQL;Redis,06-11-2023
4085,Sales,Technician,7,Bachelor,5,42,2.4,"Octopus Deploy Certification, CI/CD Certifications","Groovy;Java;Kotlin;Git;AWS;Google Cloud Platform;SQLite",10-04-2017
4086,Marketing,Developer,8,Bachelor,2,21,1.65,"Red Hat OpenShift Administration Certification, Kubernetes Administrator Certification","Java;JavaScript;SQL;Git;jQuery;Spring;IBM Cloud or Watson;Microsoft Azure;IBM DB2;MariaDB;Microsoft SQL Server;MySQL",19-10-2015
4087,HR,Developer,4,Bachelor,3,40,3.98,"OpenStack Administrator Certification, Cloud Infrastructure Certifications",C;C++;HTML/CSS;JavaScript,19-12-2019
4088,"Customer Support",Manager,8,Bachelor,2,33,2.45,"Oracle Certified Professional, Java SE Programmer, Oracle Database SQL Certified Associate",C;C++;Delphi;Go;HTML/CSS;Perl;Python;R;Ruby;Rust;Docker;Git;Terraform;Django;Flask;AWS;DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,21-01-2016
4089,IT,Technician,3,Bachelor,4,17,3.99,"Oracle SQL Certified Associate, Oracle Database SQL Expert",C#;HTML/CSS;JavaScript;PHP;SQL;Docker;Git;Yarn;jQuery;React.js;Symfony;Vue.js;AWS;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis,14-01-2021
4090,HR,Technician,7,PhD,1,24,4.43,"HashiCorp Certified: Packer Associate, Infrastructure as Code Certifications",Java;TypeScript;Git;Angular;Spring,12-10-2016
4091,HR,Developer,7,Bachelor,5,18,1.5,"Zend Certified PHP Engineer, PHP Framework Certifications",HTML/CSS;Java;JavaScript;Node.js;TypeScript;Yarn;Angular;Express;React.js;Vue.js;AWS;DigitalOcean;MongoDB;MySQL;PostgreSQL,04-05-2017
4092,Finance,Analyst,5,PhD,1,20,3.9,"Microsoft Certified: Azure Administrator Associate, Windows PowerShell Training","C;C#;C++;HTML/CSS;JavaScript;SQL;TypeScript;Docker;Git;ASP.NET;ASP.NET Core ;jQuery;Vue.js;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite",20-04-2019
4093,Engineering,Analyst,0,Bachelor,3,39,4.85,"Certified Scrum Product Owner (CSPO), Product Management Professional (PMP)","Assembly;C#;C++;HTML/CSS;JavaScript;Python;R;TypeScript;Git;Angular;Angular.js;jQuery;React.js;DigitalOcean;Microsoft SQL Server;PostgreSQL;SQLite",27-08-2024
4094,Finance,Developer,6,Bachelor,3,2,1,"CompTIA IT Fundamentals+, Microsoft Certified: Azure Fundamentals, Oracle Certified Associate (OCA) in Java/Python, AWS Certified Developer - Associate",C;C++;JavaScript;Objective-C;Python;Swift;TypeScript;Docker;Git;Flask;React.js;AWS;DynamoDB;PostgreSQL;Redis,17-04-2018
4095,IT,Manager,8,Bachelor,5,49,3.04," CompTIA IT Fundamentals+, Microsoft Certified: Azure Fundamentals, Oracle Certified Associate (OCA) in Java/Python, AWS Certified Developer - Associate","Bash/Shell;Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Chef;Docker;Git;Terraform;Angular;React.js;Ruby on Rails;AWS;DigitalOcean;Google Cloud Platform;MySQL;PostgreSQL;Redis",26-12-2015
4096,Marketing,Consultant,8,Bachelor,4,42,2.81,"Certified Kubernetes Administrator (CKA), Grafana Cloud Monitoring Certification, Prometheus Certified Associate (PCA) ",JavaScript;Python;Docker;Git;Flask;MariaDB;PostgreSQL,23-11-2015
